#Query	Hit	E-value	Identity	Score	Query-start	Query-end	Hit-start	Hit-end	Hit-length	description	class	class description
comp2528_c0_seq3_FPKM_all:30.454_FPKM_rel:17.918_len:6313_path:	PRK09282	8e-07	37	52.5	723	788	521	587	592	pyruvate carboxylase subunit B	C	Energy production and conversion
comp3139_c0_seq1_FPKM_all:28.269_FPKM_rel:25.259_len:1532_path:	PRK00911	2e-61	48	231	310	488	3	175	552	dihydroxy-acid dehydratase	X	Multifunctional
comp3085_c0_seq1_FPKM_all:58.115_FPKM_rel:58.115_len:3049_path:	PRK04160	4e-71	43	263	66	340	1	253	258	diphthine synthase	J	Translation, ribosomal structure and biogenesis
comp27535_c0_seq1_FPKM_all:2.602_FPKM_rel:2.602_len:315_path:[0	PRK11107	4e-15	37	74.5	18	91	669	741	919	hybrid sensory histidine kinase BarA	T	Signal transduction mechanisms
comp28463_c0_seq1_FPKM_all:3.053_FPKM_rel:3.053_len:660_path:[0	PRK09912	2e-21	31	97.0	15	219	19	229	346	L-glyceraldehyde 3-phosphate reductase	C	Energy production and conversion
comp16113_c0_seq1_FPKM_all:3.99_FPKM_rel:3.99_len:1378_path:[47	PRK10504	1e-16	25	82.9	59	354	15	305	471	putative transporter	G	Carbohydrate transport and metabolism
comp16149_c0_seq3_FPKM_all:6.24_FPKM_rel:4.494_len:1330_path:[0	PRK09381	2e-14	35	74.7	29	131	2	104	109	thioredoxin	O	Posttranslational modification, protein turnover, chaperones
comp16426_c0_seq2_FPKM_all:5.056_FPKM_rel:2.683_len:993_path:[1	PRK10115	1e-93	54	338	36	288	422	673	686	protease 2	E	Amino acid transport and metabolism
comp16335_c0_seq1_FPKM_all:6.893_FPKM_rel:3.717_len:441_path:[0	PRK00737	2e-12	38	66.6	49	115	5	71	72	small nuclear ribonucleoprotein	K	Transcription
comp1932_c0_seq1_FPKM_all:110.727_FPKM_rel:110.727_len:2430_pat	PRK02106	2e-51	36	198	11	323	7	299	560	choline dehydrogenase	E	Amino acid transport and metabolism
comp184_c0_seq1_FPKM_all:214.638_FPKM_rel:214.638_len:4793_path	PRK10658	1e-34	28	143	376	822	216	645	665	putative alpha-glucosidase	G	Carbohydrate transport and metabolism
comp1444_c0_seq1_FPKM_all:173.656_FPKM_rel:173.656_len:1338_pat	PRK13511	4e-39	26	157	5	362	127	467	469	6-phospho-beta-galactosidase	G	Carbohydrate transport and metabolism
comp1744_c0_seq4_FPKM_all:114.627_FPKM_rel:97.25_len:570_path:[	PRK10767	9e-19	49	88.3	138	188	7	57	371	chaperone protein DnaJ	O	Posttranslational modification, protein turnover, chaperones
comp1219_c0_seq2_FPKM_all:164.298_FPKM_rel:89.452_len:1050_path	PRK13523	2e-38	39	154	1	204	136	326	337	NADPH dehydrogenase NamA	C	Energy production and conversion
comp1023_c0_seq1_FPKM_all:167.144_FPKM_rel:167.144_len:2533_pat	PRK10077	6e-53	26	203	29	504	17	471	479	D-xylose transporter XylE	G	Carbohydrate transport and metabolism
comp816_c0_seq1_FPKM_all:209.091_FPKM_rel:209.091_len:2173_path	PRK13184	1e-11	28	66.7	223	425	2	225	932	serine/threonine-protein kinase	X	Multifunctional
comp9854_c0_seq2_FPKM_all:20.448_FPKM_rel:10.743_len:461_path:[	PRK05614	7e-37	57	147	1	77	342	418	419	type II citrate synthase	C	Energy production and conversion
comp9874_c0_seq1_FPKM_all:15.371_FPKM_rel:11.115_len:1982_path:	PRK11387	4e-06	25	48.3	96	442	42	373	471	S-methylmethionine transporter	E	Amino acid transport and metabolism
comp9332_c0_seq2_FPKM_all:16.881_FPKM_rel:8.784_len:696_path:[1	PRK02106	1e-34	30	141	2	230	287	513	560	choline dehydrogenase	E	Amino acid transport and metabolism
comp9671_c0_seq3_FPKM_all:7.103_FPKM_rel:3.698_len:351_path:[0,	PRK05382	9e-18	70	83.2	70	106	3	39	359	chorismate synthase	E	Amino acid transport and metabolism
comp8661_c0_seq1_FPKM_all:18.59_FPKM_rel:18.59_len:1964_path:[0	PRK11536	3e-31	41	131	25	187	10	165	223	6-N-hydroxylaminopurine resistance protein	S	Function unknown
comp8661_c0_seq1_FPKM_all:18.59_FPKM_rel:18.59_len:1964_path:[0	PRK10684	2e-12	23	69.0	288	550	39	321	332	HCP oxidoreductase, NADH-dependent	C	Energy production and conversion
comp8954_c0_seq5_FPKM_all:19.116_FPKM_rel:18.81_len:670_path:[0	PRK10675	4e-21	48	95.3	1	79	259	337	338	UDP-galactose-4-epimerase	M	Cell wall/membrane/envelope biogenesis
comp9834_c0_seq2_FPKM_all:14.531_FPKM_rel:7.932_len:2153_path:[	PRK00402	1e-152	45	533	91	533	2	418	418	3-isopropylmalate dehydratase large subunit	E	Amino acid transport and metabolism
comp8579_c0_seq2_FPKM_all:23.422_FPKM_rel:19.349_len:436_path:[	PRK00216	5e-13	42	68.3	90	138	1	49	239	ubiquinone/menaquinone biosynthesis methyltransferase	H	Coenzyme transport and metabolism
comp9850_c0_seq5_FPKM_all:3.726_FPKM_rel:1.987_len:550_path:[45	PRK11776	8e-08	57	51.7	2	39	51	88	460	ATP-dependent RNA helicase DbpA	X	Multifunctional
comp33608_c0_seq1_FPKM_all:2.196_FPKM_rel:2.196_len:311_path:[0	PRK05192	1e-04	42	39.6	63	90	123	150	618	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	D	Cell cycle control, cell division, chromosome partitioning
comp33648_c0_seq2_FPKM_all:2.407_FPKM_rel:1.574_len:369_path:[0	PRK10263	7e-04	28	37.4	24	121	745	842	1355	DNA translocase FtsK	D	Cell cycle control, cell division, chromosome partitioning
comp36495_c0_seq1_FPKM_all:1.787_FPKM_rel:1.787_len:325_path:[0	PRK10077	5e-08	29	50.8	25	81	367	423	479	D-xylose transporter XylE	G	Carbohydrate transport and metabolism
comp37043_c0_seq1_FPKM_all:1.698_FPKM_rel:1.698_len:362_path:[0	PRK13905	1e-38	51	152	1	111	182	292	298	UDP-N-acetylenolpyruvoylglucosamine reductase	M	Cell wall/membrane/envelope biogenesis
comp24796_c0_seq1_FPKM_all:2.976_FPKM_rel:2.976_len:482_path:[0	PRK05359	8e-23	36	100	1	77	70	174	181	oligoribonuclease	A	RNA processing and modification
comp25569_c0_seq1_FPKM_all:3.583_FPKM_rel:3.583_len:305_path:[0	PRK06241	2e-06	25	45.3	1	97	32	130	871	phosphoenolpyruvate synthase	X	Multifunctional
comp25959_c0_seq1_FPKM_all:3.255_FPKM_rel:3.255_len:682_path:[0	PRK05380	1e-52	54	201	1	135	393	526	533	CTP synthetase	F	Nucleotide transport and metabolism
comp35894_c0_seq1_FPKM_all:1.806_FPKM_rel:1.806_len:454_path:[0	PRK09381	9e-22	46	97.4	15	118	5	105	109	thioredoxin	O	Posttranslational modification, protein turnover, chaperones
comp10528_c0_seq1_FPKM_all:8.786_FPKM_rel:4.455_len:552_path:[1	PRK13184	7e-10	36	58.6	51	144	121	231	932	serine/threonine-protein kinase	X	Multifunctional
comp10256_c0_seq2_FPKM_all:7.136_FPKM_rel:2.289_len:761_path:[2	PRK11776	2e-28	42	121	119	248	11	141	460	ATP-dependent RNA helicase DbpA	X	Multifunctional
comp11222_c0_seq1_FPKM_all:10.07_FPKM_rel:10.07_len:329_path:[0	PRK09333	2e-23	43	101	5	85	3	83	150	30S ribosomal protein S19e	J	Translation, ribosomal structure and biogenesis
comp11731_c0_seq2_FPKM_all:12.559_FPKM_rel:6.415_len:756_path:[	PRK10376	7e-10	34	57.7	46	111	224	289	290	putative oxidoreductase	C	Energy production and conversion
comp10519_c0_seq1_FPKM_all:12.793_FPKM_rel:12.793_len:2021_path	PRK00021	1e-32	29	136	287	490	79	241	244	tRNA pseudouridine synthase A	J	Translation, ribosomal structure and biogenesis
comp11016_c0_seq3_FPKM_all:14.478_FPKM_rel:7.319_len:854_path:[	PRK05218	1e-42	34	167	1	183	438	613	613	heat shock protein 90	O	Posttranslational modification, protein turnover, chaperones
comp10939_c0_seq4_FPKM_all:7.877_FPKM_rel:7.877_len:542_path:[2	PRK05479	1e-21	33	97.9	2	164	75	229	330	ketol-acid reductoisomerase	X	Multifunctional
comp6241_c0_seq1_FPKM_all:36.394_FPKM_rel:36.394_len:1281_path:	PRK09585	1e-19	23	92.5	15	317	3	286	365	anhydro-N-acetylmuramic acid kinase	O	Posttranslational modification, protein turnover, chaperones
comp6538_c0_seq5_FPKM_all:21.458_FPKM_rel:5.079_len:2690_path:[	PRK05035	1e-05	17	44.6	127	229	434	549	695	electron transport complex protein RnfC	C	Energy production and conversion
comp6326_c0_seq1_FPKM_all:30.418_FPKM_rel:17.788_len:649_path:[	PRK06169	1e-05	28	44.2	89	164	372	457	466	putative amidase	J	Translation, ribosomal structure and biogenesis
comp6463_c0_seq5_FPKM_all:13.314_FPKM_rel:7.718_len:354_path:[8	PRK09422	4e-09	31	54.7	2	116	58	161	338	ethanol-active dehydrogenase/acetaldehyde-active reductase	R	General function prediction only
comp7377_c0_seq1_FPKM_all:38.997_FPKM_rel:20.709_len:536_path:[	PRK05222	1e-39	58	155	1	89	671	758	758	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	E	Amino acid transport and metabolism
comp6563_c0_seq3_FPKM_all:29.934_FPKM_rel:18.157_len:348_path:[	PRK05720	9e-04	43	36.7	29	51	310	332	344	methylthioribose-1-phosphate isomerase	J	Translation, ribosomal structure and biogenesis
comp7260_c0_seq1_FPKM_all:28.892_FPKM_rel:28.892_len:2544_path:	PRK10518	2e-43	36	172	162	489	67	399	476	alkaline phosphatase	P	Inorganic ion transport and metabolism
comp6834_c0_seq2_FPKM_all:30.051_FPKM_rel:15.038_len:1415_path:	PRK05600	6e-19	36	90.3	53	187	43	170	370	thiamine biosynthesis protein ThiF	H	Coenzyme transport and metabolism
comp7263_c0_seq9_FPKM_all:32.142_FPKM_rel:26.828_len:662_path:[	PRK05722	8e-34	44	137	2	109	378	484	495	glucose-6-phosphate 1-dehydrogenase	G	Carbohydrate transport and metabolism
comp5491_c0_seq1_FPKM_all:21.909_FPKM_rel:21.909_len:5199_path:	PRK11131	4e-69	30	259	711	1312	51	583	1294	ATP-dependent RNA helicase HrpA	L	Replication, recombination and repair
comp4197_c0_seq2_FPKM_all:41.114_FPKM_rel:20.985_len:638_path:[	PRK11055	3e-04	23	38.8	18	116	255	340	342	galactose-1-epimerase	G	Carbohydrate transport and metabolism
comp5358_c0_seq2_FPKM_all:47.426_FPKM_rel:29.665_len:350_path:[	PRK09970	5e-06	28	44.3	4	97	478	593	759	xanthine dehydrogenase subunit XdhA	C	Energy production and conversion
comp5706_c0_seq2_FPKM_all:19.586_FPKM_rel:9.426_len:5819_path:[	PRK10077	5e-46	25	181	531	984	8	469	479	D-xylose transporter XylE	G	Carbohydrate transport and metabolism
comp4305_c0_seq1_FPKM_all:40.009_FPKM_rel:5.163_len:4346_path:[	PRK11375	3e-35	23	144	28	493	14	465	484	allantoin permease	X	Multifunctional
comp5549_c0_seq2_FPKM_all:40.524_FPKM_rel:32.507_len:311_path:[	PRK09612	4e-10	73	57.9	1	34	205	238	238	50S ribosomal protein L2P	J	Translation, ribosomal structure and biogenesis
comp4642_c0_seq1_FPKM_all:45.602_FPKM_rel:45.602_len:361_path:[	PRK00042	4e-30	47	124	19	119	1	101	250	triosephosphate isomerase	G	Carbohydrate transport and metabolism
comp5868_c0_seq1_FPKM_all:29.129_FPKM_rel:15.277_len:3405_path:	PRK10263	2e-06	34	49.3	652	747	747	843	1355	DNA translocase FtsK	D	Cell cycle control, cell division, chromosome partitioning
comp15107_c0_seq1_FPKM_all:7.466_FPKM_rel:7.466_len:613_path:[0	PRK00394	6e-21	44	93.8	4	87	91	175	179	transcription factor	K	Transcription
comp15545_c0_seq7_FPKM_all:5.493_FPKM_rel:1.848_len:1312_path:[	PRK13184	5e-04	26	40.5	36	236	2	224	932	serine/threonine-protein kinase	X	Multifunctional
comp15799_c0_seq2_FPKM_all:3.46_FPKM_rel:3.46_len:385_path:[197	PRK00411	2e-06	32	45.6	34	105	31	103	394	cell division control protein 6	X	Multifunctional
comp14078_c0_seq6_FPKM_all:5.944_FPKM_rel:1.364_len:701_path:[9	PRK09343	3e-06	24	45.8	7	99	23	115	121	prefoldin subunit beta	O	Posttranslational modification, protein turnover, chaperones
comp18900_c0_seq1_FPKM_all:4.011_FPKM_rel:4.011_len:877_path:[0	PRK11908	2e-15	26	77.4	2	190	112	328	347	NAD-dependent epimerase/dehydratase family protein	X	Multifunctional
comp20257_c0_seq2_FPKM_all:2.797_FPKM_rel:1.369_len:574_path:[2	PRK05218	1e-53	40	204	1	190	340	530	613	heat shock protein 90	O	Posttranslational modification, protein turnover, chaperones
comp20187_c0_seq1_FPKM_all:4.532_FPKM_rel:4.532_len:309_path:[0	PRK10606	4e-09	41	54.4	48	102	3	56	183	putative glutathione peroxidase	O	Posttranslational modification, protein turnover, chaperones
comp20845_c0_seq1_FPKM_all:2.893_FPKM_rel:2.893_len:673_path:[0	PRK10674	3e-05	20	43.1	2	173	16	201	472	deoxyribodipyrimidine photolyase	L	Replication, recombination and repair
comp12782_c0_seq3_FPKM_all:5.498_FPKM_rel:2.738_len:1522_path:[	PRK13529	1e-167	45	582	3	471	13	469	563	malate dehydrogenase	C	Energy production and conversion
comp12570_c0_seq1_FPKM_all:12.719_FPKM_rel:12.719_len:384_path:	PRK04057	2e-06	30	46.0	50	125	2	70	203	30S ribosomal protein S3Ae	J	Translation, ribosomal structure and biogenesis
comp13841_c0_seq1_FPKM_all:6.601_FPKM_rel:6.601_len:2080_path:[	PRK00409	5e-06	23	48.3	281	421	505	639	782	recombination and DNA strand exchange inhibitor protein	L	Replication, recombination and repair
comp13209_c0_seq1_FPKM_all:8.561_FPKM_rel:8.561_len:1532_path:[	PRK00489	3e-60	34	227	1	303	8	283	287	ATP phosphoribosyltransferase	E	Amino acid transport and metabolism
comp12248_c0_seq1_FPKM_all:8.715_FPKM_rel:4.534_len:2034_path:[	PRK08162	0.0	54	815	2	545	7	538	545	acyl-CoA synthetase	X	Multifunctional
comp31099_c0_seq1_FPKM_all:2.334_FPKM_rel:2.334_len:966_path:[0	PRK00984	3e-04	65	40.6	217	239	317	339	341	tRNA pseudouridine synthase D	S	Function unknown
comp30943_c0_seq1_FPKM_all:2.478_FPKM_rel:2.478_len:441_path:[0	PRK11107	6e-13	36	68.0	1	79	699	772	919	hybrid sensory histidine kinase BarA	T	Signal transduction mechanisms
comp3242_c0_seq2_FPKM_all:47.409_FPKM_rel:41.961_len:420_path:[	PRK10262	2e-12	68	65.1	7	50	277	320	321	thioredoxin reductase	O	Posttranslational modification, protein turnover, chaperones
comp3331_c0_seq1_FPKM_all:62.812_FPKM_rel:62.812_len:1510_path:	PRK14284	6e-22	41	100	99	248	3	123	391	chaperone protein DnaJ	O	Posttranslational modification, protein turnover, chaperones
comp2299_c0_seq1_FPKM_all:96.499_FPKM_rel:96.499_len:2285_path:	PRK02106	3e-36	31	148	16	379	2	301	560	choline dehydrogenase	E	Amino acid transport and metabolism
comp3002_c0_seq2_FPKM_all:57.392_FPKM_rel:28.828_len:2456_path:	PRK13184	1e-13	26	73.3	72	290	6	243	932	serine/threonine-protein kinase	X	Multifunctional
comp2888_c0_seq1_FPKM_all:65.747_FPKM_rel:65.747_len:2307_path:	PRK14951	4e-15	25	78.2	218	356	364	493	618	DNA polymerase III subunits gamma and tau	L	Replication, recombination and repair
comp2129_c0_seq1_FPKM_all:160.84_FPKM_rel:160.84_len:1269_path:	PRK00870	8e-14	29	73.1	34	168	17	147	302	haloalkane dehalogenase	R	General function prediction only
comp3776_c0_seq1_FPKM_all:80.388_FPKM_rel:80.388_len:1131_path:	PRK07231	3e-33	26	137	92	306	2	203	251	3-ketoacyl-(acyl-carrier-protein) reductase	X	Multifunctional
comp29254_c0_seq1_FPKM_all:2.798_FPKM_rel:2.798_len:586_path:[0	PRK13559	6e-37	49	148	14	119	51	156	361	hypothetical protein	T	Signal transduction mechanisms
comp16438_c0_seq2_FPKM_all:7.67_FPKM_rel:4.969_len:708_path:[0,	PRK09912	1e-12	28	67.7	1	190	132	330	346	L-glyceraldehyde 3-phosphate reductase	C	Energy production and conversion
comp17705_c0_seq1_FPKM_all:5.106_FPKM_rel:5.106_len:301_path:[0	PRK02627	5e-07	33	47.4	65	100	1	36	396	acetylornithine aminotransferase	E	Amino acid transport and metabolism
comp23165_c0_seq1_FPKM_all:3.456_FPKM_rel:3.456_len:998_path:[0	PRK13184	1e-12	27	68.6	96	319	1	204	932	serine/threonine-protein kinase	X	Multifunctional
comp124_c0_seq1_FPKM_all:268.297_FPKM_rel:268.297_len:920_path:	PRK12668	4e-04	29	40.3	75	139	39	103	581	putative monovalent cation/H+ antiporter subunit D	X	Multifunctional
comp297_c0_seq1_FPKM_all:631.07_FPKM_rel:327.542_len:1088_path:	PRK06049	1e-16	32	81.8	102	257	1	147	154	50S ribosomal protein L30P	J	Translation, ribosomal structure and biogenesis
comp725_c0_seq1_FPKM_all:281.859_FPKM_rel:281.859_len:2772_path	PRK11249	0.0	44	770	158	861	26	736	752	hydroperoxidase II	P	Inorganic ion transport and metabolism
comp661_c0_seq3_FPKM_all:150.019_FPKM_rel:51.394_len:525_path:[	PRK13511	4e-09	27	55.8	2	174	204	393	469	6-phospho-beta-galactosidase	G	Carbohydrate transport and metabolism
comp1223_c1_seq1_FPKM_all:3.07_FPKM_rel:3.07_len:701_path:[3448	PRK05429	2e-42	39	166	6	178	1	156	372	gamma-glutamyl kinase	E	Amino acid transport and metabolism
comp206_c0_seq1_FPKM_all:537.267_FPKM_rel:537.267_len:1236_path	PRK04306	3e-10	45	60.2	59	104	20	65	98	50S ribosomal protein L21e	J	Translation, ribosomal structure and biogenesis
comp8327_c0_seq1_FPKM_all:9.864_FPKM_rel:9.569_len:464_path:[14	PRK09052	3e-12	50	65.8	98	150	7	60	399	acetyl-CoA acetyltransferase	I	Lipid transport and metabolism
comp9041_c0_seq3_FPKM_all:11.71_FPKM_rel:11.71_len:315_path:[12	PRK07564	2e-35	36	141	1	103	365	466	543	phosphoglucomutase	G	Carbohydrate transport and metabolism
comp9053_c0_seq2_FPKM_all:15.506_FPKM_rel:7.82_len:2044_path:[0	PRK01433	2e-08	24	56.0	47	415	20	317	595	chaperone protein HscA	O	Posttranslational modification, protein turnover, chaperones
comp25007_c0_seq1_FPKM_all:2.749_FPKM_rel:2.749_len:1056_path:[	PRK09377	2e-67	41	251	55	347	6	263	290	elongation factor Ts	J	Translation, ribosomal structure and biogenesis
comp24382_c0_seq1_FPKM_all:3.41_FPKM_rel:3.41_len:671_path:[0].	PRK00443	3e-13	28	69.9	6	186	69	247	261	glucosamine-6-phosphate deaminase	G	Carbohydrate transport and metabolism
comp24721_c0_seq1_FPKM_all:3.024_FPKM_rel:1.591_len:1717_path:[	PRK10674	5e-30	32	127	163	448	174	435	472	deoxyribodipyrimidine photolyase	L	Replication, recombination and repair
comp35738_c0_seq1_FPKM_all:2.14_FPKM_rel:2.14_len:399_path:[0].	PRK00143	2e-37	40	149	1	115	146	260	346	tRNA-specific 2-thiouridylase MnmA	J	Translation, ribosomal structure and biogenesis
comp10756_c0_seq1_FPKM_all:11.546_FPKM_rel:11.546_len:1201_path	PRK13771	1e-07	23	52.7	6	309	21	332	334	putative alcohol dehydrogenase	R	General function prediction only
comp10561_c0_seq4_FPKM_all:9.294_FPKM_rel:2.412_len:2407_path:[	PRK09495	4e-04	21	42.0	592	691	149	245	247	glutamine ABC transporter periplasmic protein	X	Multifunctional
comp11176_c0_seq2_FPKM_all:10.509_FPKM_rel:5.437_len:2054_path:	PRK10263	2e-04	30	42.8	506	608	747	848	1355	DNA translocase FtsK	D	Cell cycle control, cell division, chromosome partitioning
comp10452_c0_seq2_FPKM_all:10.109_FPKM_rel:5.086_len:4990_path:	PRK02224	0.001	27	40.8	313	467	250	418	880	chromosome segregation protein	L	Replication, recombination and repair
comp10801_c0_seq1_FPKM_all:14.327_FPKM_rel:14.327_len:1211_path	PRK05584	7e-09	26	56.7	270	355	138	224	230	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	F	Nucleotide transport and metabolism
comp10801_c0_seq1_FPKM_all:14.327_FPKM_rel:14.327_len:1211_path	PRK06698	5e-07	33	50.8	90	158	30	98	459	bifunctional 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase/phosphatase	F	Nucleotide transport and metabolism
comp11710_c0_seq2_FPKM_all:12.375_FPKM_rel:6.352_len:414_path:[	PRK02106	1e-14	41	72.6	17	96	450	531	560	choline dehydrogenase	E	Amino acid transport and metabolism
comp6001_c0_seq2_FPKM_all:33.88_FPKM_rel:17.266_len:2991_path:[	PRK06172	5e-74	44	274	659	916	1	251	253	short chain dehydrogenase	X	Multifunctional
comp6334_c0_seq1_FPKM_all:33.526_FPKM_rel:18.048_len:598_path:[	PRK08324	2e-18	38	86.8	77	196	420	534	681	short chain dehydrogenase	S	Function unknown
comp6123_c0_seq4_FPKM_all:33.364_FPKM_rel:8.656_len:1815_path:[	PRK13511	8e-61	36	229	43	349	5	301	469	6-phospho-beta-galactosidase	G	Carbohydrate transport and metabolism
comp7319_c0_seq1_FPKM_all:30.16_FPKM_rel:15.523_len:1505_path:[	PRK00719	2e-30	30	128	124	437	62	376	378	alkanesulfonate monooxygenase	C	Energy production and conversion
comp6961_c0_seq3_FPKM_all:32.007_FPKM_rel:14.802_len:2259_path:	PRK11102	1e-19	31	92.7	53	201	32	179	377	bicyclomycin/multidrug efflux system	G	Carbohydrate transport and metabolism
comp4450_c0_seq2_FPKM_all:25.505_FPKM_rel:25.484_len:1619_path:	PRK12270	5e-05	28	44.5	72	161	39	133	1228	alpha-ketoglutarate decarboxylase	C	Energy production and conversion
comp5235_c0_seq2_FPKM_all:43.564_FPKM_rel:43.274_len:1176_path:	PRK11055	1e-73	37	271	2	311	20	333	342	galactose-1-epimerase	G	Carbohydrate transport and metabolism
comp14227_c0_seq1_FPKM_all:6.455_FPKM_rel:6.455_len:1725_path:[	PRK06753	3e-25	20	111	9	402	2	361	373	hypothetical protein	X	Multifunctional
comp15468_c0_seq1_FPKM_all:1.977_FPKM_rel:1.977_len:311_path:[4	PRK00258	1e-21	35	96.0	1	102	37	129	278	shikimate 5-dehydrogenase	E	Amino acid transport and metabolism
comp14502_c0_seq2_FPKM_all:4.246_FPKM_rel:3.231_len:370_path:[8	PRK11776	7e-17	30	80.6	18	122	179	280	460	ATP-dependent RNA helicase DbpA	X	Multifunctional
comp15961_c0_seq3_FPKM_all:6.845_FPKM_rel:6.845_len:469_path:[1	PRK10836	6e-07	31	48.3	13	91	403	481	489	lysine transporter	E	Amino acid transport and metabolism
comp38179_c0_seq1_FPKM_all:1.406_FPKM_rel:1.406_len:413_path:[0	PRK12305	5e-43	55	168	37	137	1	100	575	threonyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
comp21614_c0_seq1_FPKM_all:3.307_FPKM_rel:3.307_len:1415_path:[	PRK10811	4e-04	17	41.2	60	225	854	1024	1068	ribonuclease E	J	Translation, ribosomal structure and biogenesis
comp20104_c0_seq1_FPKM_all:3.846_FPKM_rel:3.846_len:737_path:[0	PRK01766	2e-08	23	54.4	48	244	10	210	456	multidrug efflux protein	V	Defense mechanisms
comp13187_c0_seq3_FPKM_all:6.74_FPKM_rel:1.742_len:2098_path:[1	PRK03992	3e-06	43	49.1	648	697	127	175	389	proteasome-activating nucleotidase	O	Posttranslational modification, protein turnover, chaperones
comp12611_c0_seq3_FPKM_all:8.754_FPKM_rel:3.93_len:1069_path:[0	PRK08310	7e-10	32	59.2	2	75	319	392	395	amidase	J	Translation, ribosomal structure and biogenesis
